GLEntryNumber,GLPostingDate,JobNumber,Amount,GLAccountNumber,ExpenseType
46831,9/18/2016,5000,87.6800,4001,Overtime
46832,9/18/2016,5011,51.3800,4001,Overtime
46833,9/18/2016,6008,5.0000,4001,Overtime
46834,9/18/2016,7001,0.2600,4001,Overtime
46835,9/18/2016,7009,128.0000,4001,Overtime
46836,9/18/2016,903000,17.3900,4001,Overtime
46837,9/18/2016,906008,50.0000,4001,Overtime
46838,9/18/2016,1033,38.2500,4003,Other
46839,9/18/2016,1051,40.5000,4003,Other
46840,9/18/2016,1057,40.5000,4003,Other
46841,9/18/2016,3000,345.8700,4003,Other
46842,9/18/2016,3001,36.2300,4003,Other
46843,9/18/2016,3015,30.8300,4003,Other
46844,9/18/2016,3022,34.2100,4003,Other
46845,9/18/2016,3045,201.9000,4003,Other
46846,9/18/2016,5011,40.5000,4003,Other
46847,9/18/2016,7001,38.2500,4003,Other
46848,9/18/2016,1003,547.4500,4004,Holiday Labor
46849,9/18/2016,3027,967.0000,4004,Holiday Labor
46850,9/18/2016,5000,133.6000,4004,Holiday Labor
47228,9/18/2016,1003,118.3000,4004,Holiday Labor
47382,9/18/2016,4500,480.0000,4010,Other
47301,9/18/2016,4500,11615.3900,4010,Other
47803,9/18/2016,6026,213.1200,4020,Subcontractor Labor
47234,9/18/2016,1003,64.1800,4275,FICA
47235,9/18/2016,1060,28.2700,4275,FICA
47236,9/18/2016,1061,31.2600,4275,FICA
47237,9/18/2016,1066,17.2800,4275,FICA
47238,9/18/2016,3000,17.8100,4275,FICA
47239,9/18/2016,3001,33.6900,4275,FICA
47240,9/18/2016,3025,27.1000,4275,FICA
47241,9/18/2016,3040,36.3700,4275,FICA
47242,9/18/2016,903000,34.7500,4275,FICA
46881,9/18/2016,1003,355.0900,4275,FICA
46882,9/18/2016,1012,29.2900,4275,FICA
46883,9/18/2016,1025,40.9500,4275,FICA
46884,9/18/2016,1032,56.9100,4275,FICA
46885,9/18/2016,1033,122.9100,4275,FICA
46886,9/18/2016,1034,38.7700,4275,FICA
46887,9/18/2016,1035,20.0900,4275,FICA
46888,9/18/2016,1037,12.2900,4275,FICA
46889,9/18/2016,1041,27.0300,4275,FICA
46890,9/18/2016,1051,111.2000,4275,FICA
46891,9/18/2016,1053,111.0000,4275,FICA
46892,9/18/2016,1055,14.3500,4275,FICA
46893,9/18/2016,1056,18.6300,4275,FICA
46894,9/18/2016,1057,145.8800,4275,FICA
46895,9/18/2016,1058,124.4900,4275,FICA
46896,9/18/2016,1060,29.2000,4275,FICA
46897,9/18/2016,1061,19.4900,4275,FICA
46898,9/18/2016,1065,14.4500,4275,FICA
46899,9/18/2016,1066,296.8000,4275,FICA
46900,9/18/2016,1068,11.0200,4275,FICA
46901,9/18/2016,1069,21.0800,4275,FICA
46902,9/18/2016,1070,9.7100,4275,FICA
46903,9/18/2016,1071,26.1400,4275,FICA
46904,9/18/2016,1072,18.9500,4275,FICA
46905,9/18/2016,1073,1.9500,4275,FICA
46906,9/18/2016,1074,8.8100,4275,FICA
46907,9/18/2016,1075,4.4600,4275,FICA
46908,9/18/2016,1077,20.0900,4275,FICA
46909,9/18/2016,3000,1433.8300,4275,FICA
46910,9/18/2016,3001,1946.8900,4275,FICA
46911,9/18/2016,3003,97.7500,4275,FICA
46912,9/18/2016,3004,52.5400,4275,FICA
46913,9/18/2016,3005,2.9900,4275,FICA
46914,9/18/2016,3006,28.1100,4275,FICA
46915,9/18/2016,3008,413.9800,4275,FICA
46916,9/18/2016,3012,485.4900,4275,FICA
46917,9/18/2016,3015,37.8400,4275,FICA
46918,9/18/2016,3016,278.4500,4275,FICA
46919,9/18/2016,3017,54.3200,4275,FICA
46920,9/18/2016,3020,2.9900,4275,FICA
46921,9/18/2016,3022,19.9800,4275,FICA
46922,9/18/2016,3025,323.4900,4275,FICA
46923,9/18/2016,3027,585.1300,4275,FICA
46924,9/18/2016,3029,193.6200,4275,FICA
46925,9/18/2016,3031,84.4000,4275,FICA
46926,9/18/2016,3033,212.9300,4275,FICA
46927,9/18/2016,3034,12.5500,4275,FICA
46928,9/18/2016,3036,15.1700,4275,FICA
46929,9/18/2016,3037,360.8300,4275,FICA
46930,9/18/2016,3038,305.8800,4275,FICA
46931,9/18/2016,3039,18.0600,4275,FICA
46932,9/18/2016,3040,215.5700,4275,FICA
46933,9/18/2016,3042,67.9000,4275,FICA
46934,9/18/2016,3043,44.2500,4275,FICA
46935,9/18/2016,3045,1218.5600,4275,FICA
46936,9/18/2016,3046,96.3200,4275,FICA
46937,9/18/2016,4035,23.9500,4275,FICA
46938,9/18/2016,4037,41.5400,4275,FICA
46939,9/18/2016,4040,92.1300,4275,FICA
46940,9/18/2016,5000,105.8700,4275,FICA
46941,9/18/2016,5011,562.4700,4275,FICA
46942,9/18/2016,6008,72.7200,4275,FICA
46943,9/18/2016,6025,7.6000,4275,FICA
46944,9/18/2016,6026,15.3800,4275,FICA
46945,9/18/2016,7001,72.9100,4275,FICA
46946,9/18/2016,7006,8.9300,4275,FICA
46947,9/18/2016,7009,103.1700,4275,FICA
46948,9/18/2016,9003,29.7000,4275,FICA
46949,9/18/2016,903000,55.5800,4275,FICA
46950,9/18/2016,903001,83.9000,4275,FICA
46951,9/18/2016,903033,3.7200,4275,FICA
46952,9/18/2016,903045,7.9100,4275,FICA
46953,9/18/2016,906008,12.4000,4275,FICA
46708,9/18/2016,5013,157.0900,4275,FICA
46709,9/18/2016,5014,747.5200,4275,FICA
47311,9/18/2016,3024,89.2800,4275,FICA
47312,9/18/2016,3024,20.8800,4276,Medicare Tax
46710,9/18/2016,5013,36.7500,4276,Medicare Tax
46711,9/18/2016,5014,174.7800,4276,Medicare Tax
46954,9/18/2016,1003,83.0400,4276,Medicare Tax
46955,9/18/2016,1012,6.8500,4276,Medicare Tax
46956,9/18/2016,1025,9.5700,4276,Medicare Tax
46957,9/18/2016,1032,13.3100,4276,Medicare Tax
46958,9/18/2016,1033,28.7300,4276,Medicare Tax
46959,9/18/2016,1034,9.0700,4276,Medicare Tax
46960,9/18/2016,1035,4.7000,4276,Medicare Tax
46961,9/18/2016,1037,2.8700,4276,Medicare Tax
46962,9/18/2016,1041,6.3200,4276,Medicare Tax
46963,9/18/2016,1051,25.9900,4276,Medicare Tax
46964,9/18/2016,1053,25.9800,4276,Medicare Tax
46965,9/18/2016,1055,3.3600,4276,Medicare Tax
46966,9/18/2016,1056,4.3600,4276,Medicare Tax
46967,9/18/2016,1057,34.1200,4276,Medicare Tax
46968,9/18/2016,1058,29.1000,4276,Medicare Tax
46969,9/18/2016,1060,6.8300,4276,Medicare Tax
46970,9/18/2016,1061,4.5600,4276,Medicare Tax
46971,9/18/2016,1065,3.3700,4276,Medicare Tax
46972,9/18/2016,1066,69.3900,4276,Medicare Tax
46973,9/18/2016,1068,2.5700,4276,Medicare Tax
46974,9/18/2016,1069,4.9300,4276,Medicare Tax
46975,9/18/2016,1070,2.2700,4276,Medicare Tax
46976,9/18/2016,1071,6.1100,4276,Medicare Tax
46977,9/18/2016,1072,4.4300,4276,Medicare Tax
46978,9/18/2016,1073,0.4600,4276,Medicare Tax
46979,9/18/2016,1074,2.0600,4276,Medicare Tax
46980,9/18/2016,1075,1.0500,4276,Medicare Tax
46981,9/18/2016,1077,4.7000,4276,Medicare Tax
46982,9/18/2016,3000,335.3300,4276,Medicare Tax
46983,9/18/2016,3001,455.2700,4276,Medicare Tax
46984,9/18/2016,3003,22.8700,4276,Medicare Tax
46985,9/18/2016,3004,12.2800,4276,Medicare Tax
46986,9/18/2016,3005,0.7000,4276,Medicare Tax
46987,9/18/2016,3006,6.5800,4276,Medicare Tax
46988,9/18/2016,3008,96.8300,4276,Medicare Tax
46989,9/18/2016,3012,113.5300,4276,Medicare Tax
46990,9/18/2016,3015,8.8500,4276,Medicare Tax
46991,9/18/2016,3016,65.1100,4276,Medicare Tax
46992,9/18/2016,3017,12.7100,4276,Medicare Tax
46993,9/18/2016,3020,0.7000,4276,Medicare Tax
46994,9/18/2016,3022,4.6700,4276,Medicare Tax
46995,9/18/2016,3025,75.6600,4276,Medicare Tax
46996,9/18/2016,3027,136.8300,4276,Medicare Tax
46997,9/18/2016,3029,45.3000,4276,Medicare Tax
46998,9/18/2016,3031,19.7200,4276,Medicare Tax
46999,9/18/2016,3033,49.7900,4276,Medicare Tax
47000,9/18/2016,3034,2.9300,4276,Medicare Tax
47001,9/18/2016,3036,3.5500,4276,Medicare Tax
47002,9/18/2016,3037,84.3900,4276,Medicare Tax
47003,9/18/2016,3038,71.5600,4276,Medicare Tax
47004,9/18/2016,3039,4.2200,4276,Medicare Tax
47005,9/18/2016,3040,50.4300,4276,Medicare Tax
47006,9/18/2016,3042,15.8900,4276,Medicare Tax
47007,9/18/2016,3043,10.3500,4276,Medicare Tax
47008,9/18/2016,3045,285.0100,4276,Medicare Tax
47009,9/18/2016,3046,22.5200,4276,Medicare Tax
47010,9/18/2016,4035,5.6100,4276,Medicare Tax
47011,9/18/2016,4037,9.7100,4276,Medicare Tax
47012,9/18/2016,4040,21.5600,4276,Medicare Tax
47013,9/18/2016,5000,24.7600,4276,Medicare Tax
47014,9/18/2016,5011,131.5400,4276,Medicare Tax
47015,9/18/2016,6008,17.0200,4276,Medicare Tax
47016,9/18/2016,6025,1.7800,4276,Medicare Tax
47017,9/18/2016,6026,3.6000,4276,Medicare Tax
47018,9/18/2016,7001,17.0500,4276,Medicare Tax
47019,9/18/2016,7006,2.0900,4276,Medicare Tax
47020,9/18/2016,7009,24.1300,4276,Medicare Tax
47021,9/18/2016,9003,6.9500,4276,Medicare Tax
47022,9/18/2016,903000,13.0100,4276,Medicare Tax
47023,9/18/2016,903001,19.6200,4276,Medicare Tax
47024,9/18/2016,903033,0.8700,4276,Medicare Tax
47025,9/18/2016,903045,1.8400,4276,Medicare Tax
47026,9/18/2016,906008,2.9000,4276,Medicare Tax
47243,9/18/2016,1003,15.0200,4276,Medicare Tax
47244,9/18/2016,1060,6.6100,4276,Medicare Tax
47245,9/18/2016,1061,7.3100,4276,Medicare Tax
47246,9/18/2016,1066,4.0500,4276,Medicare Tax
47247,9/18/2016,3000,4.1600,4276,Medicare Tax
47248,9/18/2016,3001,7.8800,4276,Medicare Tax
47249,9/18/2016,3025,6.3400,4276,Medicare Tax
47250,9/18/2016,3040,8.5100,4276,Medicare Tax
47251,9/18/2016,903000,8.1200,4276,Medicare Tax
47252,9/18/2016,1003,47.3100,4277,SUTA
47253,9/18/2016,1060,20.8400,4277,SUTA
47254,9/18/2016,1061,23.0400,4277,SUTA
47255,9/18/2016,1066,12.7400,4277,SUTA
47256,9/18/2016,3000,13.1200,4277,SUTA
47257,9/18/2016,3025,19.9800,4277,SUTA
47258,9/18/2016,3040,26.8000,4277,SUTA
47259,9/18/2016,903000,25.6200,4277,SUTA
47027,9/18/2016,1003,177.8800,4277,SUTA
47028,9/18/2016,1033,33.7600,4277,SUTA
47029,9/18/2016,1034,1.6600,4277,SUTA
47030,9/18/2016,1035,14.8100,4277,SUTA
47031,9/18/2016,1051,37.5200,4277,SUTA
47032,9/18/2016,1053,37.3700,4277,SUTA
47033,9/18/2016,1057,30.7000,4277,SUTA
47034,9/18/2016,1058,21.9200,4277,SUTA
47035,9/18/2016,1060,14.8100,4277,SUTA
47036,9/18/2016,1061,14.3700,4277,SUTA
47037,9/18/2016,1065,10.6500,4277,SUTA
47038,9/18/2016,1066,82.4100,4277,SUTA
47039,9/18/2016,1069,1.6400,4277,SUTA
47040,9/18/2016,1071,11.0900,4277,SUTA
47041,9/18/2016,1072,13.9700,4277,SUTA
47042,9/18/2016,1075,0.0100,4277,SUTA
47043,9/18/2016,1077,14.8100,4277,SUTA
47044,9/18/2016,3000,125.0900,4277,SUTA
47045,9/18/2016,3001,276.1700,4277,SUTA
47046,9/18/2016,3006,20.7200,4277,SUTA
47047,9/18/2016,3008,88.7300,4277,SUTA
47048,9/18/2016,3012,33.8400,4277,SUTA
47049,9/18/2016,3016,88.1000,4277,SUTA
47050,9/18/2016,3017,13.1800,4277,SUTA
47051,9/18/2016,3022,14.7200,4277,SUTA
47052,9/18/2016,3025,114.3600,4277,SUTA
47053,9/18/2016,3027,16.3000,4277,SUTA
47054,9/18/2016,3029,44.2500,4277,SUTA
47055,9/18/2016,3034,9.2500,4277,SUTA
47056,9/18/2016,3036,11.1900,4277,SUTA
47057,9/18/2016,3037,87.1500,4277,SUTA
47058,9/18/2016,3038,168.6800,4277,SUTA
47059,9/18/2016,3039,12.0700,4277,SUTA
47060,9/18/2016,3040,52.9700,4277,SUTA
47061,9/18/2016,3042,40.5600,4277,SUTA
47062,9/18/2016,3043,32.6200,4277,SUTA
47063,9/18/2016,3045,211.9200,4277,SUTA
47064,9/18/2016,3046,31.6400,4277,SUTA
47065,9/18/2016,4035,6.0000,4277,SUTA
47066,9/18/2016,4040,29.5800,4277,SUTA
47067,9/18/2016,5011,48.6900,4277,SUTA
47068,9/18/2016,6026,5.8500,4277,SUTA
47069,9/18/2016,7001,23.7000,4277,SUTA
47070,9/18/2016,7006,6.5800,4277,SUTA
47071,9/18/2016,7009,76.0400,4277,SUTA
47072,9/18/2016,903001,34.9100,4277,SUTA
47073,9/18/2016,903045,5.8300,4277,SUTA
46712,9/18/2016,5013,54.1200,4277,SUTA
46713,9/18/2016,5014,81.8900,4277,SUTA
46714,9/18/2016,5013,7.1000,4278,FUTA
46715,9/18/2016,5014,10.7600,4278,FUTA
47074,9/18/2016,1003,23.3400,4278,FUTA
47075,9/18/2016,1033,4.4300,4278,FUTA
47076,9/18/2016,1034,0.2200,4278,FUTA
47077,9/18/2016,1035,1.9400,4278,FUTA
47078,9/18/2016,1051,4.9200,4278,FUTA
47079,9/18/2016,1053,4.9000,4278,FUTA
47080,9/18/2016,1057,4.0300,4278,FUTA
47081,9/18/2016,1058,2.8700,4278,FUTA
47082,9/18/2016,1060,1.9400,4278,FUTA
47083,9/18/2016,1061,1.8900,4278,FUTA
47084,9/18/2016,1065,1.4000,4278,FUTA
47085,9/18/2016,1066,10.8300,4278,FUTA
47086,9/18/2016,1069,0.2200,4278,FUTA
47087,9/18/2016,1071,1.4600,4278,FUTA
47088,9/18/2016,1072,1.8400,4278,FUTA
47089,9/18/2016,1077,1.9400,4278,FUTA
47090,9/18/2016,3000,16.4300,4278,FUTA
47091,9/18/2016,3001,36.2600,4278,FUTA
47092,9/18/2016,3006,2.7200,4278,FUTA
47093,9/18/2016,3008,11.6500,4278,FUTA
47094,9/18/2016,3012,4.4400,4278,FUTA
47095,9/18/2016,3016,11.5700,4278,FUTA
47096,9/18/2016,3017,1.7300,4278,FUTA
47097,9/18/2016,3022,1.9300,4278,FUTA
47098,9/18/2016,3025,15.0100,4278,FUTA
47099,9/18/2016,3027,2.1400,4278,FUTA
47100,9/18/2016,3029,5.8100,4278,FUTA
47101,9/18/2016,3034,1.2200,4278,FUTA
47102,9/18/2016,3036,1.4700,4278,FUTA
47103,9/18/2016,3037,11.4500,4278,FUTA
47104,9/18/2016,3038,22.1600,4278,FUTA
47105,9/18/2016,3039,1.5800,4278,FUTA
47106,9/18/2016,3040,6.9600,4278,FUTA
47107,9/18/2016,3042,5.3200,4278,FUTA
47108,9/18/2016,3043,4.2900,4278,FUTA
47109,9/18/2016,3045,27.8200,4278,FUTA
47110,9/18/2016,3046,4.1500,4278,FUTA
47111,9/18/2016,4035,0.7900,4278,FUTA
47112,9/18/2016,4040,3.8800,4278,FUTA
47113,9/18/2016,5011,6.3800,4278,FUTA
47114,9/18/2016,6026,0.7700,4278,FUTA
47115,9/18/2016,7001,3.1100,4278,FUTA
47116,9/18/2016,7006,0.8600,4278,FUTA
47117,9/18/2016,7009,9.9800,4278,FUTA
47118,9/18/2016,903001,4.5900,4278,FUTA
47119,9/18/2016,903045,0.7700,4278,FUTA
47260,9/18/2016,1003,6.2100,4278,FUTA
47261,9/18/2016,1060,2.7400,4278,FUTA
47262,9/18/2016,1061,3.0300,4278,FUTA
47263,9/18/2016,1066,1.6700,4278,FUTA
47264,9/18/2016,3000,1.7200,4278,FUTA
47265,9/18/2016,3025,2.6200,4278,FUTA
47266,9/18/2016,3040,3.5200,4278,FUTA
47267,9/18/2016,903000,3.3700,4278,FUTA
47268,9/18/2016,1003,51.2900,4280,Workmans Compensation
47269,9/18/2016,1060,21.4000,4280,Workmans Compensation
47270,9/18/2016,1061,23.8000,4280,Workmans Compensation
47271,9/18/2016,1066,13.8100,4280,Workmans Compensation
47272,9/18/2016,3000,14.2200,4280,Workmans Compensation
47273,9/18/2016,3001,26.9200,4280,Workmans Compensation
47274,9/18/2016,3025,21.6600,4280,Workmans Compensation
47275,9/18/2016,3040,29.0600,4280,Workmans Compensation
47276,9/18/2016,903000,27.5900,4280,Workmans Compensation
47120,9/18/2016,1003,283.7300,4280,Workmans Compensation
47121,9/18/2016,1012,23.4100,4280,Workmans Compensation
47122,9/18/2016,1025,32.7000,4280,Workmans Compensation
47123,9/18/2016,1032,45.4700,4280,Workmans Compensation
47124,9/18/2016,1033,97.9300,4280,Workmans Compensation
47125,9/18/2016,1034,30.9700,4280,Workmans Compensation
47126,9/18/2016,1035,16.0500,4280,Workmans Compensation
47127,9/18/2016,1037,9.8200,4280,Workmans Compensation
47128,9/18/2016,1041,21.5900,4280,Workmans Compensation
47129,9/18/2016,1051,88.8700,4280,Workmans Compensation
47130,9/18/2016,1053,88.7000,4280,Workmans Compensation
47131,9/18/2016,1055,10.9800,4280,Workmans Compensation
47132,9/18/2016,1056,14.9000,4280,Workmans Compensation
47133,9/18/2016,1057,116.5800,4280,Workmans Compensation
47134,9/18/2016,1058,99.4600,4280,Workmans Compensation
47135,9/18/2016,1060,23.3300,4280,Workmans Compensation
47136,9/18/2016,1061,15.5800,4280,Workmans Compensation
47137,9/18/2016,1065,11.5400,4280,Workmans Compensation
47138,9/18/2016,1066,233.0700,4280,Workmans Compensation
47139,9/18/2016,1068,8.8000,4280,Workmans Compensation
47140,9/18/2016,1069,16.8400,4280,Workmans Compensation
47141,9/18/2016,1070,7.7600,4280,Workmans Compensation
47142,9/18/2016,1071,20.8800,4280,Workmans Compensation
47143,9/18/2016,1072,15.1400,4280,Workmans Compensation
47144,9/18/2016,1073,1.5600,4280,Workmans Compensation
47145,9/18/2016,1074,7.0400,4280,Workmans Compensation
47146,9/18/2016,1075,3.5600,4280,Workmans Compensation
47147,9/18/2016,1077,16.0500,4280,Workmans Compensation
47148,9/18/2016,3000,1139.6500,4280,Workmans Compensation
47149,9/18/2016,3001,1549.3600,4280,Workmans Compensation
47150,9/18/2016,3003,78.1000,4280,Workmans Compensation
47151,9/18/2016,3004,41.9800,4280,Workmans Compensation
47152,9/18/2016,3005,2.3900,4280,Workmans Compensation
47153,9/18/2016,3006,22.4600,4280,Workmans Compensation
47154,9/18/2016,3008,329.4100,4280,Workmans Compensation
47155,9/18/2016,3012,387.6700,4280,Workmans Compensation
47156,9/18/2016,3015,30.2400,4280,Workmans Compensation
47157,9/18/2016,3016,222.3100,4280,Workmans Compensation
47158,9/18/2016,3017,43.4000,4280,Workmans Compensation
47159,9/18/2016,3020,2.3900,4280,Workmans Compensation
47160,9/18/2016,3022,15.9600,4280,Workmans Compensation
47161,9/18/2016,3025,258.3900,4280,Workmans Compensation
47162,9/18/2016,3027,464.2600,4280,Workmans Compensation
47163,9/18/2016,3029,151.2100,4280,Workmans Compensation
47164,9/18/2016,3031,66.4200,4280,Workmans Compensation
47165,9/18/2016,3033,170.1500,4280,Workmans Compensation
47166,9/18/2016,3034,10.0300,4280,Workmans Compensation
47167,9/18/2016,3036,12.1300,4280,Workmans Compensation
47168,9/18/2016,3037,288.2400,4280,Workmans Compensation
47169,9/18/2016,3038,242.5700,4280,Workmans Compensation
47170,9/18/2016,3039,13.5100,4280,Workmans Compensation
47171,9/18/2016,3040,171.1000,4280,Workmans Compensation
47172,9/18/2016,3042,54.2000,4280,Workmans Compensation
47173,9/18/2016,3043,35.3600,4280,Workmans Compensation
47174,9/18/2016,3045,965.5100,4280,Workmans Compensation
47175,9/18/2016,3046,76.9800,4280,Workmans Compensation
47176,9/18/2016,4035,19.1400,4280,Workmans Compensation
47177,9/18/2016,4037,32.9400,4280,Workmans Compensation
47178,9/18/2016,4040,73.6200,4280,Workmans Compensation
47179,9/18/2016,5000,80.2600,4280,Workmans Compensation
47180,9/18/2016,5011,446.9200,4280,Workmans Compensation
47181,9/18/2016,6008,57.8600,4280,Workmans Compensation
47182,9/18/2016,6025,6.0700,4280,Workmans Compensation
47183,9/18/2016,6026,12.2900,4280,Workmans Compensation
47184,9/18/2016,7001,58.2400,4280,Workmans Compensation
47185,9/18/2016,7006,7.1300,4280,Workmans Compensation
47186,9/18/2016,7009,76.1000,4280,Workmans Compensation
47187,9/18/2016,9003,23.7300,4280,Workmans Compensation
47188,9/18/2016,903000,43.5500,4280,Workmans Compensation
47189,9/18/2016,903001,67.0500,4280,Workmans Compensation
47190,9/18/2016,903033,2.9700,4280,Workmans Compensation
47191,9/18/2016,903045,6.3200,4280,Workmans Compensation
47192,9/18/2016,906008,7.4300,4280,Workmans Compensation
46716,9/18/2016,5013,66.2900,4280,Workmans Compensation
46717,9/18/2016,5014,288.7700,4280,Workmans Compensation
47313,9/18/2016,3024,71.3400,4280,Workmans Compensation
46854,9/18/2016,4500,19.0700,4299,Other
66743,9/19/2016,903012,192.7600,4090,Supplies
66744,9/19/2016,903012,78.2000,4090,Supplies
66745,9/19/2016,903012,94.6800,4090,Supplies
46180,9/19/2016,1058,53.5000,4090,Supplies
46181,9/19/2016,1058,40.4700,4090,Supplies
46182,9/19/2016,1058,12.6000,4090,Supplies
46183,9/19/2016,1058,15.4000,4090,Supplies
46184,9/19/2016,1058,48.7200,4090,Supplies
46185,9/19/2016,1058,26.9400,4090,Supplies
46186,9/19/2016,1058,19.2000,4090,Supplies
46187,9/19/2016,1058,17.7000,4090,Supplies
46188,9/19/2016,1058,29.5000,4090,Supplies
46189,9/19/2016,1058,29.5000,4090,Supplies
46190,9/19/2016,1058,12.6000,4090,Supplies
46191,9/19/2016,1058,10.2000,4090,Supplies
46192,9/19/2016,1058,12.6000,4090,Supplies
46193,9/19/2016,1058,49.2700,4090,Supplies
46194,9/19/2016,1058,27.6900,4090,Supplies
46195,9/19/2016,1058,5.6700,4090,Supplies
46196,9/19/2016,3029,27.8000,4090,Supplies
46197,9/19/2016,3029,13.5000,4090,Supplies
46198,9/19/2016,3029,12.6000,4090,Supplies
46199,9/19/2016,3029,8.5000,4090,Supplies
46200,9/19/2016,3029,13.5000,4090,Supplies
46201,9/19/2016,3029,14.8500,4090,Supplies
46202,9/19/2016,3029,54.8100,4090,Supplies
46203,9/19/2016,3029,54.0500,4090,Supplies
46204,9/19/2016,3029,11.8000,4090,Supplies
46205,9/19/2016,3029,5.9000,4090,Supplies
46206,9/19/2016,3029,5.2500,4090,Supplies
46207,9/19/2016,3029,12.6000,4090,Supplies
46208,9/19/2016,3029,16.0000,4090,Supplies
46209,9/19/2016,3034,12.6000,4090,Supplies
46210,9/19/2016,3034,12.6000,4090,Supplies
46211,9/19/2016,3034,2.1000,4090,Supplies
46212,9/19/2016,3034,3.4000,4090,Supplies
46213,9/19/2016,3034,33.8100,4090,Supplies
46214,9/19/2016,3034,31.2800,4090,Supplies
46215,9/19/2016,3034,41.2000,4090,Supplies
46216,9/19/2016,3034,43.6000,4090,Supplies
46217,9/19/2016,3034,3.0000,4090,Supplies
46218,9/19/2016,3034,54.8100,4090,Supplies
46219,9/19/2016,3016,5.9000,4090,Supplies
46220,9/19/2016,3016,4.1300,4090,Supplies
46221,9/19/2016,3017,4.1300,4090,Supplies
46222,9/19/2016,1041,4.1300,4090,Supplies
46223,9/19/2016,3006,4.1300,4090,Supplies
46224,9/19/2016,3016,5.5300,4090,Supplies
46225,9/19/2016,1041,5.0600,4090,Supplies
46226,9/19/2016,3016,22.8900,4090,Supplies
46227,9/19/2016,1041,9.9900,4090,Supplies
46228,9/19/2016,3006,9.9900,4090,Supplies
46229,9/19/2016,3016,22.0000,4090,Supplies
46230,9/19/2016,3016,19.2200,4090,Supplies
46231,9/19/2016,3006,19.6100,4090,Supplies
46232,9/19/2016,1041,19.6100,4090,Supplies
46233,9/19/2016,3016,29.2700,4090,Supplies
46234,9/19/2016,3006,10.0000,4090,Supplies
46235,9/19/2016,1041,10.0000,4090,Supplies
46236,9/19/2016,3016,1.9700,4090,Supplies
46237,9/19/2016,1041,1.9700,4090,Supplies
46238,9/19/2016,3006,1.9600,4090,Supplies
46239,9/19/2016,3016,2.9700,4090,Supplies
46240,9/19/2016,3006,2.9300,4090,Supplies
46241,9/19/2016,3016,168.7100,4090,Supplies
46242,9/19/2016,3006,99.0100,4090,Supplies
46243,9/19/2016,4040,11.8000,4090,Supplies
46244,9/19/2016,4040,11.8000,4090,Supplies
46245,9/19/2016,4040,15.6400,4090,Supplies
46246,9/19/2016,904040,540.1400,4090,Supplies
46247,9/19/2016,3001,2121.7000,4090,Supplies
46248,9/19/2016,3003,22.5000,4090,Supplies
46249,9/19/2016,3003,3.0000,4090,Supplies
46250,9/19/2016,3003,20.0000,4090,Supplies
46251,9/19/2016,3003,34.7500,4090,Supplies
46252,9/19/2016,3003,3.7800,4090,Supplies
46253,9/19/2016,3003,82.6000,4090,Supplies
46254,9/19/2016,3003,44.0000,4090,Supplies
46255,9/19/2016,3003,334.6500,4090,Supplies
46256,9/19/2016,3003,3.0000,4090,Supplies
46257,9/19/2016,3003,5.5000,4090,Supplies
46258,9/19/2016,3003,19.2000,4090,Supplies
46259,9/19/2016,3017,301.8400,4090,Supplies
48116,9/19/2016,3001,49.0000,4090,Supplies
48117,9/19/2016,3001,54.9600,4090,Supplies
48118,9/19/2016,3001,46.5700,4090,Supplies
48119,9/19/2016,3001,2.4600,4090,Supplies
48120,9/19/2016,3001,147.0000,4090,Supplies
48121,9/19/2016,3001,938.4000,4090,Supplies
48122,9/19/2016,3001,101.9600,4090,Supplies
48123,9/19/2016,3001,37.8400,4090,Supplies
48124,9/19/2016,3001,108.1000,4090,Supplies
48125,9/19/2016,3001,290.0000,4090,Supplies
48126,9/19/2016,3001,696.5000,4090,Supplies
48127,9/19/2016,3001,83.5000,4090,Supplies
48400,9/19/2016,3045,438.0000,4090,Supplies
48401,9/19/2016,3024,114.2000,4090,Supplies
48402,9/19/2016,3024,20.2300,4090,Supplies
48403,9/19/2016,3024,21.6400,4090,Supplies
66609,9/19/2016,3012,101.9600,4090,Supplies
66610,9/19/2016,3012,27.4800,4090,Supplies
66611,9/19/2016,3012,41.7500,4090,Supplies
66612,9/19/2016,3012,37.8400,4090,Supplies
66613,9/19/2016,3012,117.3000,4090,Supplies
66614,9/19/2016,3012,189.3600,4090,Supplies
66615,9/19/2016,3045,29.4000,4090,Supplies
66616,9/19/2016,3045,46.4400,4090,Supplies
66617,9/19/2016,3045,118.9500,4090,Supplies
66618,9/19/2016,3045,217.5000,4090,Supplies
66619,9/19/2016,3045,654.4000,4090,Supplies
66620,9/19/2016,3003,61.4400,4090,Supplies
66621,9/19/2016,3003,250.6000,4090,Supplies
66626,9/19/2016,4501,479.8000,4125,Other
66627,9/19/2016,4501,149.9400,4125,Other
66628,9/19/2016,4501,479.8000,4125,Other
66629,9/19/2016,4501,149.9400,4125,Other
66630,9/19/2016,4501,1919.2000,4125,Other
66631,9/19/2016,4501,249.9000,4125,Other
66632,9/19/2016,4501,1919.2000,4125,Other
66633,9/19/2016,4501,249.9000,4125,Other
66634,9/19/2016,4501,431.8200,4125,Other
66635,9/19/2016,4501,49.9800,4125,Other
66636,9/19/2016,4501,311.8800,4125,Other
66637,9/19/2016,4501,311.8800,4125,Other
66638,9/19/2016,4501,207.9200,4125,Other
