VendorNumber,VendorName,Address1,Address2,City,State,Zip,ContactName,Attention,Phone,Fax,ContactEmailAddress,TypeOf1099,TaxID,Active,StandardTermDayNum,NumDaysForDiscount,PercentDiscount,DefaultMemoLine,DefaultPayUseTax,ShippingTerms,PaymentTerms,Notes,Taxable,AccountNumber,CityStateZip,YN1099,Terms,Discount,ActiveYN,VendorType,ParentVendorNumber,POBlanketNumber,MinorityTypeDescription,MinorityCertificationNumber,CCName,UserCodeLabel1,UserCodeLabel2,UserCodeLabel3,UserCodeLabel4,UserCodeLabel5,UserCodeLabel6,UserCodeLabel7,UserCodeLabel8,UserCodeLabel9,UserCodeLabel10,UserCodeLabel11,UserCodeLabel12,UserCodeLabel13,UserCodeLabel14,UserCodeLabel15,UserCodeLabel16,UserCodeLabel17,UserCodeLabel18,UserCodeLabel19,UserCodeLabel20,UserCodeLabel21,UserCodeLabel22,UserCodeLabel23,UserCodeLabel24,UserCodeLabel25,UserCodeLabel26,UserCode1,UserCode2,UserCode3,UserCode4,UserCode5,UserCode6,UserCode7,UserCode8,UserCode9,UserCode10,UserCode11,UserCode12,UserCode13,UserCode14,UserCode15,UserCode16,UserCode17,UserCode18,UserCode19,UserCode20,UserCode21,UserCode22,UserCode23,UserCode24,UserCode25,UserCode26,DefaultPaymentMethod,DefaultPaymentVendorNumber,DefaultPaymentCCVendorNumber,CreditReconciledDate,PrintAPMemoLine,ReconcileVendor
1210,KARCHER NORTH AMERICA INC.,Dept CH 19244,,Palatine,IL,60055,,,,,,,,1,30,,,,0,,,,0,,"Palatine, IL 60055",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1211,KERNS CONSTRUCTION,2701 Industrial 2nd Ave,,Fort Pierce,FL,34946,,,,,,,,1,30,,,,0,,,,0,,"Fort Pierce, FL 34946",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1215,KONE INC,KONE INC,PO BOX 429,MOLINE,IL,61266-0429,,,,,,,,1,30,,,,0,,,,0,,"MOLINE, IL 61266-0429",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1217,KWANTEK,9300 SHELBYVILLE ROAD,SUITE 600,LOUISVILLE,KY,40222,,,,,,,,1,30,,,,0,,,,0,,"LOUISVILLE, KY 40222",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1218,LABCORP OCCUPATIONAL TESTING,P.O. BOX 12140,,BURLINGTON,NC,27215-2140,,,,,,,,1,30,,,,0,,,,0,,"BURLINGTON, NC 27215-2140",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1227,LOTSPEICH COMPANY OF FLORIDA INC.,7435 CENTRAL INDUSTRIAL DR,SUITE A,RIVIERA BEACH,FL,33404,,,,,,,,1,30,,,,0,,,,0,,"RIVIERA BEACH, FL 33404",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1228,"M & T Cleaning Solutions, LLC",3400 Spanish Wells Dr,Unit B,Delray Beach,FL,33445,,,5614944918,,,,47-1153975,1,30,,,,0,,,,0,,"Delray Beach, FL 33445",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1229,MAF BACKGROUND SCREENING,1801 Broadway,,San Antonio,TX,78215,,,,,,,,1,30,,,,0,,,,0,,"San Antonio, TX 78215",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1235,MARK'S PLUMBING AND MAINTENANCE S,PO BOX 121554,,FORT WORTH,TX,76121,,,,,,,75-1868379,1,30,,,,0,,,,0,,"FORT WORTH, TX 76121",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1239,MedAssets,P.O. Box 741361,,Atlanta,GA,30374-7413,,Nena Glastetter,5733322208,5733322311,,,,1,30,,,,0,,,,0,,"Atlanta, GA 30374-7413",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1240,Met Life,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1243,Miami-Dade County Public Schools,1450 N.E. Second Ave,Suite #311,Miami,FL,33132,,,,,,,,1,30,,,,0,,,,0,,"Miami, FL 33132",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1244,MIAMI-DADE COUNTY TAX COLLECTOR,PO BOX 13701,,MIAMI,FL,33101-3701,,,,,,,,1,30,,,,0,,,,0,,"MIAMI, FL 33101-3701",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1245,Miami Dade Aviation Dept,P.O. Box 025504,,Miami,FL,33102,,,,,,,,1,30,,,,0,,,,0,,"Miami, FL 33102",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1246,"MIAMI DADE COLLEGE FOUNDATION , I",300 NE SECOND AVENUE,ROOM 1423-1,MIAMI,FL,33132,,,,,,,,1,30,,,,0,,,,0,,"MIAMI, FL 33132",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1249,"MISTER PLUMBER, INC",991 STINSON WAY,STE 403,WEST PALM BEACH,FL,33411-3739,,,,,,,,1,30,,,,0,,,,0,,"WEST PALM BEACH, FL 33411-3739",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1250,"MLK Charitable Corporation, Inc",,,Danai Beach,FL,33004,,Carolyn Jones,,,,,,1,30,,,,0,,,,0,,"Danai Beach, FL 33004",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1256,Mutual of Omaha,PO Box 2147,Premium Processing Center,Omaha,NE,68103-2147,,,8007697159,4029971992,,,,1,30,,,,0,,,,0,,"Omaha, NE 68103-2147",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1257,NATIONAL SERVICE ALLIANCE,2105 WATER RIDGE PARKWAY,STE 595,CHARLOTTE,NC,28217,,,,,,,,1,30,,,,0,,,,0,,"CHARLOTTE, NC 28217",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1261,NILFISK-ADVANCE,Dept 3251,PO Box 12351,Dallas,TX,75312-3251,,,,,,,,1,30,,,,0,,,,0,,"Dallas, TX 75312-3251",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
1266,NUVEK,P.O. Box 1692,,Pocatello,ID,83204-1692,,,,,,,,1,30,,,,0,,,,0,,"Pocatello, ID 83204-1692",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1268,OAK GRAPHIX,3000 S OCEAN DRIVE,APT 408,FL,,33019,,,,,,,,1,30,,,,0,,,,0,,"FL,   33019",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1269,OCCUPATIONAL HEALTH CENTERS OF TH,PO BOX 82549,,HAPERVILLE,GA,30354-0549,,,,,,,,1,30,,,,0,,,,0,,"HAPERVILLE, GA 30354-0549",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1270,OCCUPATIONAL MEDICINE CENTERS,12014 MIRAMAR PARKWAY,,MIRAMAR,FL,33025-7000,,,,,,,,1,30,,,,0,,,,0,,"MIRAMAR, FL 33025-7000",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1271,OFFICE XPRESS,15476 NW 77TH COURT,#415,MIAMI LAKES,FL,33016,,,,,,,,1,30,,,,0,,,,0,,"MIAMI LAKES, FL 33016",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1277,ORKIN PEST CONTROL,2257 Vista Parkway,Suite 5,WEST PALM BEACH,FL,33411,,,,,,,,1,30,,,,0,,,,0,,"WEST PALM BEACH, FL 33411",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
1281,PALM BEACH GOLF CARTS,13438 MILITARY TRAIL,,DELRAY BEACH,FL,33484-1346,,,,,,,,1,30,,,,0,,,,0,,"DELRAY BEACH, FL 33484-1346",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit Card,,,,0,0
1289,PERFECTLY PURE POOLS,P.O. BOX 15678,,WEST PALM BEACH,FL,33416,,,,,,,,1,30,,,,0,,,,0,,"WEST PALM BEACH, FL 33416",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1290,PERSONNEL CONCEPTS,PO BOX 3353,,SAN DIMAS,CA,91773-7353,,,,,,,,1,30,,,,0,,,,0,,"SAN DIMAS, CA 91773-7353",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1302,PRINT FAST SOLUTIONS,2421 NW 16 Lane,#5,POMPANO BEACH,FL,33064,,,,,,,,1,30,,,,0,,,,0,,"POMPANO BEACH, FL 33064",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1304,"PRO PAINTING ENTERPRISES, INC",105 NW 9TH TERRACE,,HALLANDALE BEACH,FL,33009,,,,,,,,1,30,,,,0,,,,0,,"HALLANDALE BEACH, FL 33009",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1306,PROFESSIONAL BUILDING SERVICES,7027 W BROWARD BLVD.,,PLANTATION,FL,33317,,,,,,,59-2706742,1,30,,,,0,,,,0,,"PLANTATION, FL 33317",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1309,"PROMOTIONAL BREEZES, INC",2300 E. Oakland Park Blvd.,Suite #207,Fort Lauderdale,FL,33312,,,9545672664,9545671402,,,,1,30,,,,0,,,,0,,"Fort Lauderdale, FL 33312",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
1312,QQUEST SOTWARE SYSTEMS,9350 S 150 E,STE 300,SANDY,UT,84070-2702,,,,,,,,1,30,,,,0,,,,0,,"SANDY, UT 84070-2702",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1316,RCS Group of Florida Corp,6915 SW 57 Ave,Suite 222,Mami,FL,33143,,,,,,1,591-38-9893,1,30,,,,0,,,,0,,"Mami, FL 33143",Yes 591-38-9893,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
1321,"RISING TIDE DEVELOPMENT, LLC",20445 EMERALD PARKWAY DRIVE SW,SUITE 220,CLEVELAND,OH,44135,,,,,,,,1,30,,,,0,,,,0,,"CLEVELAND, OH 44135",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1323,SAGEQUEST,PO BOX 347744,,PITTSBURGH,PA,15251-4744,,,,,,,,1,30,,,,0,,,,0,,"PITTSBURGH, PA 15251-4744",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1325,SB PAINTING AND WATERPROOFING,8080 BELVEDERE RD. SUITE 8,,WEST PALM BEACH,FL,33411,,,,,,,,1,30,,,,0,,,,0,,"WEST PALM BEACH, FL 33411",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1326,SEACOAST UNIFORMS,5893 S CONGRESS AVENUE,,ATLANTIS,FL,33462,,,,,,,,1,30,,,,0,,,,0,,"ATLANTIS, FL 33462",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1328,"SHOES FOR CREWS, LLC",P.O. BOX 504634,,ST LOUIS,MO,63150-4634,,,,,,,,1,30,,,,0,,,,0,,"ST LOUIS, MO 63150-4634",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1329,SHRED-IT USA,P.O. BOX 13574,,NEW YORK,NY,10087-3574,,,,,,,,1,30,,,,0,,,,0,,"NEW YORK, NY 10087-3574",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1331,SIMPLEXGRINNELL,DEPT CH 10320,,PALATINE,IL,60055-0320,,Lori Bennett,5612774146,,,,,1,30,,,,0,,,,0,,"PALATINE, IL 60055-0320",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1332,SKY'S THE LIMIT WINDOW CLEANING I,11096 52ND RD N,,West Palm Beach,FL,33411,,,,,,,,1,30,,,,0,,,,0,,"West Palm Beach, FL 33411",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10007,"Diversified Administration, Inc",6161 Washington St,,Hollywood,FL,33023,,,,,,,,1,30,,,,0,,,,0,,"Hollywood, FL 33023",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10010,Tabs,Po Box 17031,,Winston Salem,NC,27116-7031,,,,,,,,1,30,,,,0,,,,0,,"Winston Salem, NC 27116-7031",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
10012,Expert Pat,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10013,Summit,Po Box 32034,,Lakeland,FL,33802-2034,,,8002827648,,,,,1,30,,,,0,,,,0,,"Lakeland, FL 33802-2034",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10014,Substain Llc,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10015,Joseph Fedner,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10017,Transamerica Life Insurance Co,P.O. Box 742504,,Cincinnati,OH,45274,,,8887637474,,,,,1,30,,,,0,,,,0,G000032236,"Cincinnati, OH 45274",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10001,"Hospitality Careers Online, Inc",C/O Comerica Bank,Po Box 673682,Detroit,MI,48267-3437,,,,,,,,1,30,,,,0,,,,0,,"Detroit, MI 48267-3437",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10002,Leading Edge Printing,4303 South 90th Street,,Omaha,NE,68127,,,,,,,,1,30,,,,0,,,,0,,"Omaha, NE 68127",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10003,"Power Pro-Tech Services, Inc.",377 MAITLAND AVENUE,Suite 1010,Altamonte Springs,FL,32701,,,,,,,,1,30,,,,0,,,,0,,"Altamonte Springs, FL 32701",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10004,Ramtel,115 Railroad Ave.,,Johnston,RI,02919,,,,,,,,1,30,,,,0,,,,0,,"Johnston, RI 02919",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10005,"Weiss, Alden & Polo, P.A.",1401 Brickell Avenue,Suite 300,Miami,FL,33131,,,,,,1,123456,1,30,,,,0,,,,0,,"Miami, FL 33131",Yes 123456,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10006,Dirt Pros,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10008,Endeavor Miami,121 Alhambra Plaza,STE 1605,Miami,FL,33134,,,7869537541,,,,,1,30,,,,0,,,,0,,"Miami, FL 33134",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10009,Payroll,,,,,,,,,,,,,1,30,,,,0,,,This was created for outstanding oayroll checks from 2015,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10011,Misc,,,,,,,,,,,,,1,30,,,,0,,,used for debit card transactions,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10016,"Ultimate Water, Llc",P.O. Box 677784,,Dallas,TX,75267-7784,,,8008057084,9545705333,,,,1,30,,,,0,,,,0,9543182477,"Dallas, TX 75267-7784",None,Day 30, ,Yes,Utiliites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10018,Accountemps,12400 Collections Center Drive,,Chicago,IL,60693,,,8007763770,,,,94-1648752,1,30,,,,0,,Upon Receipt,,0,01000-103992000,"Chicago, IL 60693",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
1219,Lighthouse.Io  Inc,34 3rd Ave,Suite 174,New York,NY,10003,,Fianace,,,,,,1,30,,,,0,,,,0,,"New York, NY 10003",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1318,Rebeca De Ojeda,,,,,,,,,,,,,1,30,,,,0,,15 Days,,0,,,None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
10020,Byoglobe,4968 Sw 52 Street,#420,Fort Lauderdale,FL,33314,,,9543829459,9545336375,,,,1,30,,,,0,,,,0,,"Fort Lauderdale, FL 33314",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10019,Xoombi,Po Box 848833,,Hollywood,FL,33084,,,,,,,,1,30,,,,0,,,,0,,"Hollywood, FL 33084",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1040,Amsdell Companies,2700 W Cypress Creek Rd,Suite  A-105,Fort Lauderdale,FL,33309,,,5616131915,,,,,1,30,,,,0,,,,0,,"Fort Lauderdale, FL 33309",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
1062,Bethune & Associates,14435 N. 7th St,Suite 201,Phoenix,AZ,85022,,,6025482408,,,,,1,30,,,,0,,,,0,,"Phoenix, AZ 85022",None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10021,Augustin Sanchez Perez,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10022,Antonio Duverge,2638 Nw 104 Avenue,Apt #401,Fort Lauderdale,FL,33322,,,9545337142,,,,,1,30,,,,0,,,,0,,"Fort Lauderdale, FL 33322",None,Day 30, ,Yes,Utiliites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10026,Hub Spot,,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10027,The Key Digital,555 Crandon Blvd,Unuit 54,Key Biscayne,FL,33149,,,6462637390,,,,,1,30,,,,0,,,,0,,"Key Biscayne, FL 33149",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10028,Able Business Services,1234 NW 79th Street,,Miami,FL,33147,,,7864999681,,,,,1,30,,,,0,,,,0,,"Miami, FL 33147",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NACHA,,,,0,0
1390,Air Compressor Works,1956 West 9th Street,,West Palm Beach,FL,33404,,,5618444559,5618448247,,,59-1906385,1,30,,,,0,,,,0,,"West Palm Beach, FL 33404",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10029,Uline,Po Box 88741,,Chicago,IL,60680,,,8002955510,,,,36-3684738,1,30,,,,0,,,,0,10170659,"Chicago, IL 60680",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10032,C & S Pressure Cleaning & Painting,14720 SW 150 St,,Miami,FL,33196,,,3059054791,3052552491,,,,1,30,,,,0,,30 Days,,0,,"Miami, FL 33196",None,Day 30, ,Yes,Subcontractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10023,Advantage Golf Cars,7100  N Military Trail,,Palm Beach Gardens,FL,33410,,,5612536800,,,,,1,30,,,,0,,,,0,,"Palm Beach Gardens, FL 33410",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10024,Sherwin Williams,1251 Jupiterr Park Drive,Suite 1,Jupiter,FL,33458,,,5617442392,,,,,1,30,,,,0,,,,0,,"Jupiter, FL 33458",None,Day 30, ,Yes,Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10030,"Enterpriser FM Exchange, Inc",,,,,,,,,,,,,1,30,,,,0,,,,0,,,None,Day 30, ,Yes,[NONE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
10033,Qualtrics,2250 N. University Pkwy,48-C,Provo,UT,84604,,,8017092160,8665629828,,,45-4964116,1,30,,,,0,,,,0,,"Provo, UT 84604",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Credit Card,,,,0,0
10034,Elisabeth Villalobos,6450 Collins Ave,,Miami Beach,FL,33141,,,,,,,,1,30,,,,0,,,,0,,"Miami Beach, FL 33141",None,Day 30, ,Yes,Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Check,,,,0,0
